timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-08T22:53:24,codecarbon,86837a72-0ed2-48af-9d5b-de10326791d9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,26.57624984599988,8.841524189367122e-05,3.32685169675958e-06,23.72727272727273,0.0,10.0,0.000168619412956,0,7.068154244166686e-05,0.0002393009553977,United States,USA,,,,Linux-5.14.0-503.40.1.el9_5.x86_64-x86_64-with-glibc2.34,3.9.21,3.0.1,2,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,,,,,3.5723533630371094,machine,N,1.0
2025-05-08T23:10:12,codecarbon,b4ef7cb1-d235-40dd-9e95-d9865ebf230b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,670.9633609589991,0.0030937371303144,4.610888329122168e-06,32.06,0.0,10.0,0.0067024652542264,0,0.0016709128554444,0.0083733781096708,United States,USA,,,,Linux-5.14.0-503.40.1.el9_5.x86_64-x86_64-with-glibc2.34,3.9.21,3.0.1,2,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,,,,,3.5723533630371094,machine,N,1.0
2025-05-08T23:10:45,codecarbon,f179ce9f-efc8-4616-8240-6e1f0c9f6443,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.380479631001435,4.8411520364437156e-05,3.3664746661211224e-06,15.580000000000002,0.0,10.0,9.547790050230871e-05,0,3.5550673613897745e-05,0.00013102857411620647,United States,USA,,,,Linux-5.14.0-503.40.1.el9_5.x86_64-x86_64-with-glibc2.34,3.9.21,3.0.1,2,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,,,,,3.5723533630371094,machine,N,1.0
