Run,Num Peers,Chain Length,Runtime,Interval Start,Interval End,Total Energy (kWh),CPU Energy (kWh),RAM Energy (kWh),Total Emissions (CO2 Kg),Avg CPU Power (W),Peers In Sync,Blockchains Match
1,30,10,232.88,2025-05-09 21:07:37,2025-05-09 21:11:30,0.003638655485838369,0.0031634174740355916,0.00047523801180277713,0.0013443849583191596,10.0,False,False
2,30,10,241.89,2025-05-09 21:11:33,2025-05-09 21:15:35,0.0025642306986798174,0.0021836533062825968,0.0003805773923972204,0.0009474140089333282,30.325000000000006,False,False
3,30,10,254.1,2025-05-09 21:15:38,2025-05-09 21:19:52,0.0036263067084893355,0.0031612130745004466,0.00046509363398888827,0.0013398224185056803,31.525,False,False
Average,30,10,242.95666666666668,N/A,N/A,0.0032763976310025075,0.002836094618272878,0.00044030301272962857,0.0012105404619193892,23.95,N/A,N/A
