timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-09T19:02:38,codecarbon,8bef770f-9804-4f1a-91d4-783489ee376d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.22962683100002,0.0001307268321811,6.157754595583591e-06,50.0,0.0,10.0,0.0002948533962361,0,5.896632044444441e-05,0.0003538197166805,United States,USA,,,,Linux-5.14.0-503.40.1.el9_5.x86_64-x86_64-with-glibc2.34,3.9.21,3.0.1,2,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,,,,,3.572349548339844,machine,N,1.0
2025-05-09T19:08:13,codecarbon,3cd66f0b-1a91-42da-9064-7184cf401a2b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.042739970000184,4.010311656930532e-05,1.8193344667625268e-06,10.0,0.0,10.0,5.4272540449999144e-05,0,5.426885924444491e-05,0.00010854139969444404,United States,USA,,,,Linux-5.14.0-503.40.1.el9_5.x86_64-x86_64-with-glibc2.34,3.9.21,3.0.1,2,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,,,,,3.5723495483398438,machine,N,1.0
