"Time","Usage in MHz for 0","Usage in MHz for sp25-cs525-0704.cs.illinois.edu","Usage in MHz for 1"
"2025-05-01T21:59:40.000Z",84,245,154
"2025-05-01T22:00:00.000Z",117,252,131
"2025-05-01T22:00:20.000Z",179,266,80
"2025-05-01T22:00:40.000Z",113,271,149
"2025-05-01T22:01:00.000Z",18,52,27
"2025-05-01T22:01:20.000Z",15,42,21
"2025-05-01T22:01:40.000Z",17,47,24
"2025-05-01T22:02:00.000Z",20,44,17
"2025-05-01T22:02:20.000Z",22,39,11
"2025-05-01T22:02:40.000Z",22,39,10
"2025-05-01T22:03:00.000Z",21,37,10
"2025-05-01T22:03:20.000Z",41,74,24
"2025-05-01T22:03:40.000Z",28,53,22
"2025-05-01T22:04:00.000Z",23,50,20
"2025-05-01T22:04:20.000Z",149,237,77
"2025-05-01T22:04:40.000Z",97,151,49
"2025-05-01T22:05:00.000Z",489,822,327
"2025-05-01T22:05:20.000Z",25,71,39
"2025-05-01T22:05:40.000Z",15,43,20
"2025-05-01T22:06:00.000Z",12,40,22
"2025-05-01T22:06:20.000Z",13,41,22
"2025-05-01T22:06:40.000Z",131,154,21
"2025-05-01T22:07:00.000Z",11,42,25
"2025-05-01T22:07:20.000Z",13,43,23
"2025-05-01T22:07:40.000Z",12,40,22
"2025-05-01T22:08:00.000Z",10,39,23
"2025-05-01T22:08:20.000Z",11,38,21
"2025-05-01T22:08:40.000Z",12,38,20
"2025-05-01T22:09:00.000Z",11,39,22
"2025-05-01T22:09:20.000Z",12,39,20
"2025-05-01T22:09:40.000Z",12,41,21
"2025-05-01T22:10:00.000Z",11,37,20
"2025-05-01T22:10:20.000Z",597,1156,550
"2025-05-01T22:10:40.000Z",380,745,361
"2025-05-01T22:11:00.000Z",14,42,21
"2025-05-01T22:11:20.000Z",13,46,24
"2025-05-01T22:11:40.000Z",20,53,28
"2025-05-01T22:12:00.000Z",10,41,23
"2025-05-01T22:12:20.000Z",12,42,23
"2025-05-01T22:12:40.000Z",22,161,131
"2025-05-01T22:13:00.000Z",20,36,12
"2025-05-01T22:13:20.000Z",21,44,16
"2025-05-01T22:13:40.000Z",22,39,9
"2025-05-01T22:14:00.000Z",19,37,11
"2025-05-01T22:14:20.000Z",21,38,12
"2025-05-01T22:14:40.000Z",19,38,11
"2025-05-01T22:15:00.000Z",15,41,19
"2025-05-01T22:15:20.000Z",13,38,22
"2025-05-01T22:15:40.000Z",14,42,20
"2025-05-01T22:16:00.000Z",20,48,22
"2025-05-01T22:16:20.000Z",13,40,21
"2025-05-01T22:16:40.000Z",15,41,20
"2025-05-01T22:17:00.000Z",12,39,19
"2025-05-01T22:17:20.000Z",12,38,21
"2025-05-01T22:17:40.000Z",13,37,19
"2025-05-01T22:18:00.000Z",13,38,19
"2025-05-01T22:18:20.000Z",14,44,22
"2025-05-01T22:18:40.000Z",22,39,10
"2025-05-01T22:19:00.000Z",23,40,10
"2025-05-01T22:19:20.000Z",23,42,13
"2025-05-01T22:19:40.000Z",21,38,10
"2025-05-01T22:20:00.000Z",24,42,11
"2025-05-01T22:20:20.000Z",22,43,13
"2025-05-01T22:20:40.000Z",12,35,17
"2025-05-01T22:21:00.000Z",14,40,19
"2025-05-01T22:21:20.000Z",14,38,17
"2025-05-01T22:21:40.000Z",25,43,12
"2025-05-01T22:22:00.000Z",22,40,10
"2025-05-01T22:22:20.000Z",21,38,11
"2025-05-01T22:22:40.000Z",21,39,10
"2025-05-01T22:23:00.000Z",13,36,18
"2025-05-01T22:23:20.000Z",11,38,20
"2025-05-01T22:23:40.000Z",11,38,21
"2025-05-01T22:24:00.000Z",9,37,23
"2025-05-01T22:24:20.000Z",11,36,20
"2025-05-01T22:24:40.000Z",12,39,20
"2025-05-01T22:25:00.000Z",11,40,21
"2025-05-01T22:25:20.000Z",17,39,18
"2025-05-01T22:25:40.000Z",15,39,16
"2025-05-01T22:26:00.000Z",21,40,13
"2025-05-01T22:26:20.000Z",21,42,13
"2025-05-01T22:26:40.000Z",26,49,17
"2025-05-01T22:27:00.000Z",21,39,10
"2025-05-01T22:27:20.000Z",883,1816,923
"2025-05-01T22:27:40.000Z",20,42,13
"2025-05-01T22:28:00.000Z",23,44,14
"2025-05-01T22:28:20.000Z",23,41,12
"2025-05-01T22:28:40.000Z",21,38,10
"2025-05-01T22:29:00.000Z",141,166,18
"2025-05-01T22:29:20.000Z",17,41,15
"2025-05-01T22:29:40.000Z",19,37,12
