"Time","Usage in MHz for 0","Usage in MHz for sp25-cs525-0702.cs.illinois.edu","Usage in MHz for 1"
"2025-05-01T22:15:40.000Z",23,48,18
"2025-05-01T22:16:00.000Z",17,40,18
"2025-05-01T22:16:20.000Z",11,40,23
"2025-05-01T22:16:40.000Z",11,43,25
"2025-05-01T22:17:00.000Z",10,42,25
"2025-05-01T22:17:20.000Z",10,40,25
"2025-05-01T22:17:40.000Z",9,40,24
"2025-05-01T22:18:00.000Z",8,39,23
"2025-05-01T22:18:20.000Z",9,40,24
"2025-05-01T22:18:40.000Z",8,41,26
"2025-05-01T22:19:00.000Z",8,38,24
"2025-05-01T22:19:20.000Z",7,38,25
"2025-05-01T22:19:40.000Z",7,36,23
"2025-05-01T22:20:00.000Z",8,38,23
"2025-05-01T22:20:20.000Z",7,37,23
"2025-05-01T22:20:40.000Z",8,40,25
"2025-05-01T22:21:00.000Z",10,44,26
"2025-05-01T22:21:20.000Z",11,38,21
"2025-05-01T22:21:40.000Z",13,42,22
"2025-05-01T22:22:00.000Z",13,40,19
"2025-05-01T22:22:20.000Z",21,38,11
"2025-05-01T22:22:40.000Z",10,35,21
"2025-05-01T22:23:00.000Z",8,36,22
"2025-05-01T22:23:20.000Z",8,36,22
"2025-05-01T22:23:40.000Z",11,38,23
"2025-05-01T22:24:00.000Z",14,37,18
"2025-05-01T22:24:20.000Z",18,37,13
"2025-05-01T22:24:40.000Z",19,42,15
"2025-05-01T22:25:00.000Z",15,37,14
"2025-05-01T22:25:20.000Z",8,38,23
"2025-05-01T22:25:40.000Z",17,54,30
"2025-05-01T22:26:00.000Z",8,36,25
"2025-05-01T22:26:20.000Z",10,41,23
"2025-05-01T22:26:40.000Z",18,43,18
"2025-05-01T22:27:00.000Z",14,39,21
"2025-05-01T22:27:20.000Z",8,39,24
"2025-05-01T22:27:40.000Z",9,43,26
"2025-05-01T22:28:00.000Z",9,43,26
"2025-05-01T22:28:20.000Z",8,41,26
"2025-05-01T22:28:40.000Z",9,40,26
"2025-05-01T22:29:00.000Z",10,44,26
"2025-05-01T22:29:20.000Z",11,39,21
"2025-05-01T22:29:40.000Z",953,1845,884
"2025-05-01T22:30:00.000Z",32,220,181
"2025-05-01T22:30:20.000Z",19,44,16
"2025-05-01T22:30:40.000Z",22,46,16
"2025-05-01T22:31:00.000Z",20,44,16
"2025-05-01T22:31:20.000Z",21,41,13
"2025-05-01T22:31:40.000Z",140,169,23
"2025-05-01T22:32:00.000Z",10,41,25
"2025-05-01T22:32:20.000Z",9,39,23
"2025-05-01T22:32:40.000Z",9,41,26
"2025-05-01T22:33:00.000Z",11,41,23
"2025-05-01T22:33:20.000Z",9,40,25
"2025-05-01T22:33:40.000Z",11,42,23
"2025-05-01T22:34:00.000Z",10,42,25
"2025-05-01T22:34:20.000Z",9,40,24
"2025-05-01T22:34:40.000Z",14,46,24
"2025-05-01T22:35:00.000Z",19,38,14
"2025-05-01T22:35:20.000Z",18,42,14
"2025-05-01T22:35:40.000Z",24,48,17
"2025-05-01T22:36:00.000Z",21,39,13
"2025-05-01T22:36:20.000Z",21,43,14
"2025-05-01T22:36:40.000Z",10,39,22
"2025-05-01T22:37:00.000Z",10,42,24
"2025-05-01T22:37:20.000Z",10,39,22
"2025-05-01T22:37:40.000Z",12,45,24
"2025-05-01T22:38:00.000Z",12,42,22
"2025-05-01T22:38:20.000Z",11,41,24
"2025-05-01T22:38:40.000Z",16,39,18
"2025-05-01T22:39:00.000Z",21,42,13
"2025-05-01T22:39:20.000Z",20,39,12
"2025-05-01T22:39:40.000Z",24,44,14
"2025-05-01T22:40:00.000Z",21,41,12
"2025-05-01T22:40:20.000Z",21,39,11
"2025-05-01T22:40:40.000Z",26,47,16
"2025-05-01T22:41:00.000Z",18,40,14
"2025-05-01T22:41:20.000Z",16,39,15
"2025-05-01T22:41:40.000Z",9,37,24
"2025-05-01T22:42:00.000Z",8,40,25
"2025-05-01T22:42:20.000Z",9,42,23
"2025-05-01T22:42:40.000Z",10,38,22
"2025-05-01T22:43:00.000Z",15,40,19
"2025-05-01T22:43:20.000Z",19,39,13
"2025-05-01T22:43:40.000Z",20,43,15
"2025-05-01T22:44:00.000Z",20,40,15
"2025-05-01T22:44:20.000Z",18,43,16
"2025-05-01T22:44:40.000Z",15,39,18
"2025-05-01T22:45:00.000Z",20,42,15
"2025-05-01T22:45:20.000Z",20,39,13
"2025-05-01T22:45:40.000Z",22,46,17
"2025-05-01T22:46:00.000Z",19,41,15
"2025-05-01T22:46:20.000Z",19,38,13
"2025-05-01T22:46:40.000Z",19,39,15
"2025-05-01T22:47:00.000Z",705,1214,501
"2025-05-01T22:47:20.000Z",527,801,266
"2025-05-01T22:47:40.000Z",11,42,26
"2025-05-01T22:48:00.000Z",9,42,26
"2025-05-01T22:48:20.000Z",10,43,25
"2025-05-01T22:48:40.000Z",15,41,20
"2025-05-01T22:49:00.000Z",20,39,13
"2025-05-01T22:49:20.000Z",135,169,26
"2025-05-01T22:49:40.000Z",17,39,15
"2025-05-01T22:50:00.000Z",21,40,13
"2025-05-01T22:50:20.000Z",19,38,12
"2025-05-01T22:50:40.000Z",20,39,14
"2025-05-01T22:51:00.000Z",11,42,22
"2025-05-01T22:51:20.000Z",11,39,21
"2025-05-01T22:51:40.000Z",8,39,24
"2025-05-01T22:52:00.000Z",9,41,25
"2025-05-01T22:52:20.000Z",19,38,12
"2025-05-01T22:52:40.000Z",19,41,14
"2025-05-01T22:53:00.000Z",10,41,25
"2025-05-01T22:53:20.000Z",9,39,23
"2025-05-01T22:53:40.000Z",15,38,18
"2025-05-01T22:54:00.000Z",20,38,12
"2025-05-01T22:54:20.000Z",20,41,14
"2025-05-01T22:54:40.000Z",18,37,15
"2025-05-01T22:55:00.000Z",19,38,15
"2025-05-01T22:55:20.000Z",162,353,179
"2025-05-01T22:55:40.000Z",132,276,137
"2025-05-01T22:56:00.000Z",13,43,24
"2025-05-01T22:56:20.000Z",11,39,23
"2025-05-01T22:56:40.000Z",12,43,24
"2025-05-01T22:57:00.000Z",19,44,18
"2025-05-01T22:57:20.000Z",166,332,159
"2025-05-01T22:57:40.000Z",94,516,415
"2025-05-01T22:58:00.000Z",401,600,192
"2025-05-01T22:58:20.000Z",92,571,472
"2025-05-01T22:58:40.000Z",275,593,311
"2025-05-01T22:59:00.000Z",145,672,521
"2025-05-01T22:59:20.000Z",175,650,468
"2025-05-01T22:59:40.000Z",321,663,336
"2025-05-01T23:00:00.000Z",511,673,154
"2025-05-01T23:00:20.000Z",520,795,267
"2025-05-01T23:00:40.000Z",693,728,29
"2025-05-01T23:01:00.000Z",474,728,249
"2025-05-01T23:01:20.000Z",298,837,531
"2025-05-01T23:01:40.000Z",444,829,378
"2025-05-01T23:02:00.000Z",400,795,389
