"Time","Usage for sp25-cs525-0702.cs.illinois.edu","Energy usage for sp25-cs525-0702.cs.illinois.edu","Static Power for sp25-cs525-0702.cs.illinois.edu"
"2025-05-01T23:32:00.000Z",0,3,58
"2025-05-01T23:32:20.000Z",0,2,58
"2025-05-01T23:32:40.000Z",0,2,58
"2025-05-01T23:33:00.000Z",0,2,58
"2025-05-01T23:33:20.000Z",0,3,58
"2025-05-01T23:33:40.000Z",0,2,58
"2025-05-01T23:34:00.000Z",0,2,58
"2025-05-01T23:34:20.000Z",0,2,58
"2025-05-01T23:34:40.000Z",0,3,58
"2025-05-01T23:35:00.000Z",0,2,58
"2025-05-01T23:35:20.000Z",0,2,58
"2025-05-01T23:35:40.000Z",0,2,58
"2025-05-01T23:36:00.000Z",0,3,58
"2025-05-01T23:36:20.000Z",0,2,58
"2025-05-01T23:36:40.000Z",0,2,58
"2025-05-01T23:37:00.000Z",0,2,58
"2025-05-01T23:37:20.000Z",0,3,58
"2025-05-01T23:37:40.000Z",0,2,58
"2025-05-01T23:38:00.000Z",0,2,58
"2025-05-01T23:38:20.000Z",0,2,58
"2025-05-01T23:38:40.000Z",0,3,58
"2025-05-01T23:39:00.000Z",0,2,58
"2025-05-01T23:39:20.000Z",0,2,58
"2025-05-01T23:39:40.000Z",0,2,58
"2025-05-01T23:40:00.000Z",0,3,58
"2025-05-01T23:40:20.000Z",0,2,58
"2025-05-01T23:40:40.000Z",0,2,58
"2025-05-01T23:41:00.000Z",0,2,58
"2025-05-01T23:41:20.000Z",0,3,58
"2025-05-01T23:41:40.000Z",0,2,58
"2025-05-01T23:42:00.000Z",0,2,58
"2025-05-01T23:42:20.000Z",0,2,58
"2025-05-01T23:42:40.000Z",0,3,58
"2025-05-01T23:43:00.000Z",0,2,58
"2025-05-01T23:43:20.000Z",0,2,58
"2025-05-01T23:43:40.000Z",0,2,58
"2025-05-01T23:44:00.000Z",0,3,58
"2025-05-01T23:44:20.000Z",0,2,58
"2025-05-01T23:44:40.000Z",0,2,58
"2025-05-01T23:45:00.000Z",0,3,58
"2025-05-01T23:45:20.000Z",0,2,58
"2025-05-01T23:45:40.000Z",0,2,58
"2025-05-01T23:46:00.000Z",0,2,58
"2025-05-01T23:46:20.000Z",0,3,58
"2025-05-01T23:46:40.000Z",0,2,58
"2025-05-01T23:47:00.000Z",0,2,58
"2025-05-01T23:47:20.000Z",0,2,58
"2025-05-01T23:47:40.000Z",0,3,58
"2025-05-01T23:48:00.000Z",0,2,58
"2025-05-01T23:48:20.000Z",0,2,58
"2025-05-01T23:48:40.000Z",0,2,58
"2025-05-01T23:49:00.000Z",0,3,58
"2025-05-01T23:49:20.000Z",0,2,58
"2025-05-01T23:49:40.000Z",0,2,58
"2025-05-01T23:50:00.000Z",0,2,58
"2025-05-01T23:50:20.000Z",0,3,58
"2025-05-01T23:50:40.000Z",0,2,58
"2025-05-01T23:51:00.000Z",0,2,58
"2025-05-01T23:51:20.000Z",0,2,58
"2025-05-01T23:51:40.000Z",0,3,58
"2025-05-01T23:52:00.000Z",0,2,58
"2025-05-01T23:52:20.000Z",0,2,58
"2025-05-01T23:52:40.000Z",0,2,58
"2025-05-01T23:53:00.000Z",0,3,58
"2025-05-01T23:53:20.000Z",0,2,58
"2025-05-01T23:53:40.000Z",0,2,58
"2025-05-01T23:54:00.000Z",0,3,58
"2025-05-01T23:54:20.000Z",0,2,58
"2025-05-01T23:54:40.000Z",0,2,58
"2025-05-01T23:55:00.000Z",0,2,58
"2025-05-01T23:55:20.000Z",0,3,58
"2025-05-01T23:55:40.000Z",0,2,58
"2025-05-01T23:56:00.000Z",0,2,58
"2025-05-01T23:56:20.000Z",0,2,58
"2025-05-01T23:56:40.000Z",0,3,58
"2025-05-01T23:57:00.000Z",0,2,58
"2025-05-01T23:57:20.000Z",0,2,58
"2025-05-01T23:57:40.000Z",0,2,58
"2025-05-01T23:58:00.000Z",0,3,58
"2025-05-01T23:58:20.000Z",0,2,58
"2025-05-01T23:58:40.000Z",0,2,58
"2025-05-01T23:59:00.000Z",0,3,58
"2025-05-01T23:59:20.000Z",0,2,58
"2025-05-01T23:59:40.000Z",0,2,58
"2025-05-02T00:00:00.000Z",0,2,58
"2025-05-02T00:00:20.000Z",0,3,58
"2025-05-02T00:00:40.000Z",0,2,58
"2025-05-02T00:01:00.000Z",0,2,58
"2025-05-02T00:01:20.000Z",0,2,58
"2025-05-02T00:01:40.000Z",0,3,58
"2025-05-02T00:02:00.000Z",0,2,58
"2025-05-02T00:02:20.000Z",0,2,58
"2025-05-02T00:02:40.000Z",0,3,58
"2025-05-02T00:03:00.000Z",0,2,58
"2025-05-02T00:03:20.000Z",0,2,58
"2025-05-02T00:03:40.000Z",0,2,58
"2025-05-02T00:04:00.000Z",0,3,58
"2025-05-02T00:04:20.000Z",0,2,58
"2025-05-02T00:04:40.000Z",0,2,58
"2025-05-02T00:05:00.000Z",0,3,58
"2025-05-02T00:05:20.000Z",0,2,58
"2025-05-02T00:05:40.000Z",0,2,58
"2025-05-02T00:06:00.000Z",0,2,58
"2025-05-02T00:06:20.000Z",0,3,58
"2025-05-02T00:06:40.000Z",0,2,58
"2025-05-02T00:07:00.000Z",0,2,58
"2025-05-02T00:07:20.000Z",0,2,58
"2025-05-02T00:07:40.000Z",0,3,58
"2025-05-02T00:08:00.000Z",0,2,58
"2025-05-02T00:08:20.000Z",0,2,58
"2025-05-02T00:08:40.000Z",0,3,58
"2025-05-02T00:09:00.000Z",0,2,58
"2025-05-02T00:09:20.000Z",0,2,58
"2025-05-02T00:09:40.000Z",0,2,58
"2025-05-02T00:10:00.000Z",0,3,58
"2025-05-02T00:10:20.000Z",0,2,58
"2025-05-02T00:10:40.000Z",0,2,58
"2025-05-02T00:11:00.000Z",0,2,58
"2025-05-02T00:11:20.000Z",0,3,58
"2025-05-02T00:11:40.000Z",0,2,58
"2025-05-02T00:12:00.000Z",0,2,58
"2025-05-02T00:12:20.000Z",0,3,58
"2025-05-02T00:12:40.000Z",0,2,58
"2025-05-02T00:13:00.000Z",0,2,58
"2025-05-02T00:13:20.000Z",0,2,58
"2025-05-02T00:13:40.000Z",0,3,58
"2025-05-02T00:14:00.000Z",0,2,58
"2025-05-02T00:14:20.000Z",0,2,58
"2025-05-02T00:14:40.000Z",0,3,58
"2025-05-02T00:15:00.000Z",0,2,58
"2025-05-02T00:15:20.000Z",0,2,58
"2025-05-02T00:15:40.000Z",0,2,58
"2025-05-02T00:16:00.000Z",0,3,58
"2025-05-02T00:16:20.000Z",0,2,58
"2025-05-02T00:16:40.000Z",0,2,58
"2025-05-02T00:17:00.000Z",0,2,58
"2025-05-02T00:17:20.000Z",0,3,58
"2025-05-02T00:17:40.000Z",0,2,58
"2025-05-02T00:18:00.000Z",0,2,58
"2025-05-02T00:18:20.000Z",0,3,58
"2025-05-02T00:18:40.000Z",0,2,58
"2025-05-02T00:19:00.000Z",0,2,58
"2025-05-02T00:19:20.000Z",0,2,58
"2025-05-02T00:19:40.000Z",0,3,58
"2025-05-02T00:20:00.000Z",0,2,58
"2025-05-02T00:20:20.000Z",0,2,58
"2025-05-02T00:20:40.000Z",0,2,58
"2025-05-02T00:21:00.000Z",0,3,58
"2025-05-02T00:21:20.000Z",0,2,58
"2025-05-02T00:21:40.000Z",0,2,58
"2025-05-02T00:22:00.000Z",0,3,58
"2025-05-02T00:22:20.000Z",0,2,58
"2025-05-02T00:22:40.000Z",0,2,58
"2025-05-02T00:23:00.000Z",0,2,58
"2025-05-02T00:23:20.000Z",0,3,58
"2025-05-02T00:23:40.000Z",0,2,58
"2025-05-02T00:24:00.000Z",0,2,58
"2025-05-02T00:24:20.000Z",0,3,58
"2025-05-02T00:24:40.000Z",0,2,58
"2025-05-02T00:25:00.000Z",0,2,58
"2025-05-02T00:25:20.000Z",0,2,58
"2025-05-02T00:25:40.000Z",0,3,58
"2025-05-02T00:26:00.000Z",0,2,58
"2025-05-02T00:26:20.000Z",0,2,58
"2025-05-02T00:26:40.000Z",0,2,58
"2025-05-02T00:27:00.000Z",0,3,58
"2025-05-02T00:27:20.000Z",0,2,58
"2025-05-02T00:27:40.000Z",0,2,58
"2025-05-02T00:28:00.000Z",0,3,58
"2025-05-02T00:28:20.000Z",0,2,58
"2025-05-02T00:28:40.000Z",0,2,58
"2025-05-02T00:29:00.000Z",0,2,58
"2025-05-02T00:29:20.000Z",0,3,58
"2025-05-02T00:29:40.000Z",0,2,58
"2025-05-02T00:30:00.000Z",0,2,58
"2025-05-02T00:30:20.000Z",0,3,58
"2025-05-02T00:30:40.000Z",0,2,58
"2025-05-02T00:31:00.000Z",0,2,58
"2025-05-02T00:31:20.000Z",0,2,58
"2025-05-02T00:31:40.000Z",0,3,58
