"Time","Usage in MHz for 0","Usage in MHz for sp25-cs525-0706.cs.illinois.edu","Usage in MHz for 1"
"2025-05-01T22:54:20.000Z",176,356,172
"2025-05-01T22:54:40.000Z",161,313,144
"2025-05-01T22:55:00.000Z",84,270,179
"2025-05-01T22:55:20.000Z",97,247,143
"2025-05-01T22:55:40.000Z",125,305,175
"2025-05-01T22:56:00.000Z",185,282,89
"2025-05-01T22:56:20.000Z",92,292,194
"2025-05-01T22:56:40.000Z",188,343,149
"2025-05-01T22:57:00.000Z",126,369,237
"2025-05-01T22:57:20.000Z",271,384,107
"2025-05-01T22:57:40.000Z",226,414,179
"2025-05-01T22:58:00.000Z",215,418,197
"2025-05-01T22:58:20.000Z",188,439,243
"2025-05-01T22:58:40.000Z",240,438,192
"2025-05-01T22:59:00.000Z",305,471,159
"2025-05-01T22:59:20.000Z",337,468,125
"2025-05-01T22:59:40.000Z",401,484,75
"2025-05-01T23:00:00.000Z",260,525,257
"2025-05-01T23:00:20.000Z",1293,2634,1335
"2025-05-01T23:00:40.000Z",434,689,247
"2025-05-01T23:01:00.000Z",488,768,273
"2025-05-01T23:01:20.000Z",342,693,344
"2025-05-01T23:01:40.000Z",334,737,397
"2025-05-01T23:02:00.000Z",502,940,430
"2025-05-01T23:02:20.000Z",541,967,418
"2025-05-01T23:02:40.000Z",521,978,451
"2025-05-01T23:03:00.000Z",532,977,440
"2025-05-01T23:03:20.000Z",586,1039,448
"2025-05-01T23:03:40.000Z",480,1140,654
"2025-05-01T23:04:00.000Z",465,1017,548
"2025-05-01T23:04:20.000Z",516,1136,612
"2025-05-01T23:04:40.000Z",479,1039,556
"2025-05-01T23:05:00.000Z",545,1163,611
"2025-05-01T23:05:20.000Z",264,688,417
"2025-05-01T23:05:40.000Z",17,41,19
"2025-05-01T23:06:00.000Z",22,41,13
"2025-05-01T23:06:20.000Z",21,40,13
"2025-05-01T23:06:40.000Z",23,42,13
"2025-05-01T23:07:00.000Z",10,38,22
"2025-05-01T23:07:20.000Z",12,40,23
"2025-05-01T23:07:40.000Z",9,36,22
"2025-05-01T23:08:00.000Z",8,42,26
"2025-05-01T23:08:20.000Z",8,42,27
"2025-05-01T23:08:40.000Z",10,36,22
"2025-05-01T23:09:00.000Z",10,39,23
"2025-05-01T23:09:20.000Z",23,43,13
"2025-05-01T23:09:40.000Z",21,38,13
"2025-05-01T23:10:00.000Z",22,43,13
"2025-05-01T23:10:20.000Z",24,46,15
"2025-05-01T23:10:40.000Z",18,39,14
"2025-05-01T23:11:00.000Z",19,40,13
"2025-05-01T23:11:20.000Z",22,44,15
"2025-05-01T23:11:40.000Z",30,59,21
"2025-05-01T23:12:00.000Z",14,41,21
"2025-05-01T23:12:20.000Z",13,42,24
"2025-05-01T23:12:40.000Z",12,39,20
"2025-05-01T23:13:00.000Z",22,43,13
"2025-05-01T23:13:20.000Z",26,45,13
"2025-05-01T23:13:40.000Z",21,40,13
"2025-05-01T23:14:00.000Z",19,36,12
"2025-05-01T23:14:20.000Z",19,39,14
"2025-05-01T23:14:40.000Z",21,38,13
"2025-05-01T23:15:00.000Z",21,38,11
"2025-05-01T23:15:20.000Z",17,38,14
"2025-05-01T23:15:40.000Z",11,37,21
"2025-05-01T23:16:00.000Z",9,37,21
"2025-05-01T23:16:20.000Z",11,36,20
"2025-05-01T23:16:40.000Z",19,49,23
"2025-05-01T23:17:00.000Z",11,38,22
"2025-05-01T23:17:20.000Z",10,39,22
"2025-05-01T23:17:40.000Z",10,38,21
"2025-05-01T23:18:00.000Z",839,1616,769
"2025-05-01T23:18:20.000Z",170,404,229
"2025-05-01T23:18:40.000Z",21,42,13
"2025-05-01T23:19:00.000Z",19,37,13
"2025-05-01T23:19:20.000Z",19,39,14
"2025-05-01T23:19:40.000Z",18,40,15
"2025-05-01T23:20:00.000Z",132,169,29
"2025-05-01T23:20:20.000Z",19,43,16
"2025-05-01T23:20:40.000Z",20,36,12
"2025-05-01T23:21:00.000Z",19,36,11
"2025-05-01T23:21:20.000Z",18,38,13
"2025-05-01T23:21:40.000Z",20,42,16
"2025-05-01T23:22:00.000Z",17,37,13
"2025-05-01T23:22:20.000Z",19,36,14
"2025-05-01T23:22:40.000Z",13,36,16
"2025-05-01T23:23:00.000Z",10,39,23
"2025-05-01T23:23:20.000Z",16,40,17
"2025-05-01T23:23:40.000Z",19,36,11
"2025-05-01T23:24:00.000Z",21,38,13
"2025-05-01T23:24:20.000Z",19,38,12
"2025-05-01T23:24:40.000Z",21,37,11
"2025-05-01T23:25:00.000Z",20,42,13
"2025-05-01T23:25:20.000Z",14,37,17
"2025-05-01T23:25:40.000Z",10,35,22
"2025-05-01T23:26:00.000Z",10,38,21
"2025-05-01T23:26:20.000Z",9,41,24
"2025-05-01T23:26:40.000Z",15,45,26
"2025-05-01T23:27:00.000Z",20,37,11
"2025-05-01T23:27:20.000Z",19,39,15
"2025-05-01T23:27:40.000Z",18,38,14
"2025-05-01T23:28:00.000Z",16,42,18
"2025-05-01T23:28:20.000Z",9,37,22
"2025-05-01T23:28:40.000Z",18,36,13
"2025-05-01T23:29:00.000Z",19,40,13
"2025-05-01T23:29:20.000Z",18,35,13
"2025-05-01T23:29:40.000Z",18,36,12
"2025-05-01T23:30:00.000Z",19,42,14
"2025-05-01T23:30:20.000Z",15,36,17
"2025-05-01T23:30:40.000Z",19,38,14
"2025-05-01T23:31:00.000Z",18,38,13
"2025-05-01T23:31:20.000Z",18,38,13
"2025-05-01T23:31:40.000Z",178,439,258
"2025-05-01T23:32:00.000Z",21,45,14
"2025-05-01T23:32:20.000Z",19,40,13
"2025-05-01T23:32:40.000Z",20,39,12
"2025-05-01T23:33:00.000Z",21,158,130
"2025-05-01T23:33:20.000Z",18,36,12
"2025-05-01T23:33:40.000Z",18,37,13
"2025-05-01T23:34:00.000Z",1115,1867,743
